releaseDate,number,guests,bestOf,live
2016-10-27,453,"[""Johnny Pemberton"", ""Eden Sher"", ""Londale Theus Jr.""]",False,False
2016-10-24,452,"[""Weird Al Yankovic"", ""Claudia O'Doherty"", ""Jessica McKenna""]",False,False
2016-10-17,451,"[""Ben Roy"", ""Andrew Orvedahl"", ""Lauren Lapkus"", ""Brendon Small""]",False,False
2016-10-13,450,"[""Kyle Kinane"", ""Horatio Sanz""]",False,False
2016-10-10,449,"[""Paul F. Tompkins"", ""Drew Tarver"", ""Ryan Gaul"", ""Mandell Maughan"", ""Dan Ahdoot""]",False,False
2016-10-03,448,"[""Robert Kirkman"", ""Ryan Gaul"", ""John Gemberling""]",False,False
2016-09-26,447,"[""Aya Cash"", ""Kether Donohue"", ""Zeke Nicholson"", ""Kate Berlant""]",False,False
2016-09-19,446,"[""Tatiana Maslany"", ""Kristian Bruun"", ""Mary Holland"", ""Paul F. Tompkins""]",False,False
2016-09-15,445,"[""Michelle Biloon"", ""Paul F. Tompkins""]",False,False
2016-09-12,444,"[""Tig Notaro"", ""Mike Hanford"", ""Drew Tarver""]",False,False
2016-09-05,443,"[""Adam Scott"", ""Will Hines"", ""Jessica McKenna""]",False,False
2016-08-29,442,"[""Andy Daly"", ""Jeremy Rowley""]",False,False
2016-08-22,441,"[""Jason Mantzoukas"", ""Carl Tart"", ""Neil Campbell""]",False,False
2016-08-15,440,"[""Todd Glass"", ""Jon Gabrus"", ""Matt Besser""]",False,False
2016-08-11,439,"[""Adam Pally"", ""Nick Kroll""]",False,False
2016-08-08,438,"[""Cameron Esposito"", ""Rhea Butcher"", ""Paul F. Tompkins""]",False,False
2016-08-01,437,"[""Mike Birbiglia"", ""Horatio Sanz"", ""Mary Holland""]",False,False
2016-07-25,436,"[""Sean Clements"", ""Chris Tallman"", ""Eliza Skinner""]",False,False
2016-07-18,435,"[""Jim Gaffigan"", ""Eugene Cordero"", ""Will Hines""]",False,False
2016-07-14,434,"[""Brent Weinbach"", ""Brendon Small"", ""Erin Whitehead""]",False,False
2016-07-11,433,"[""Aparna Nancherla"", ""Jeremy Rowley"", ""Ryan Gaul""]",False,False
2016-07-04,432,"[""Dana Carvey"", ""John Gemberling"", ""Drew Tarver""]",False,False
2016-06-30,431,"[""Brett Gelman"", ""Mike O'Brien"", ""Tawny Newsome""]",False,False
2016-06-27,430,"[""Kristian Bruun"", ""Jessica McKenna"", ""Zeke Nicholson""]",False,False
2016-06-20,429,"[""Jason Mantzoukas"", ""Thomas Middleditch""]",False,False
2016-06-16,428,"[""Rhys Darby"", ""Mary Holland"", ""Londale Theus Jr.""]",False,False
2016-06-13,427,"[""Natasha Leggero"", ""Riki Lindhome"", ""Dan Mangan"", ""Craig Cackowski""]",False,False
2016-06-06,426,"[""Ben Schwartz"", ""Horatio Sanz""]",False,False
2016-06-02,425,"[""Andy Samberg"", ""Claudia O'Doherty"", ""Nick Kroll""]",False,False
2016-05-30,424,"[""Weird Al Yankovic"", ""Kate Berlant"", ""Drew Tarver""]",False,False
2016-05-23,423,"[""Bobby Moynihan"", ""Paul F. Tompkins""]",False,False
2016-05-19,422,"[""Chris Gethard"", ""Anthony Atamanuik"", ""Connor Ratliff"", ""Shannon O'Neill""]",False,False
2016-05-16,421,"[""Maria Bamford"", ""Will Hines""]",False,False
2016-05-09,420,"[""Rogue Wave"", ""Haley Joel Osment"", ""Lauren Lapkus""]",False,False
2016-05-02,419,"[""7th Anniversary"", ""Jason Mantzoukas"", ""Paul F. Tompkins"", ""Horatio Sanz"", ""Neil Campbell"", ""Mike Hanford"", ""Tim Baltz"", ""Drew Tarver""]",False,False
2016-04-28,418,"[""Paul Reiser"", ""Brendon Small""]",False,False
2016-04-25,417,"[""Shane Torres"", ""Tim Baltz"", ""Ryan Gaul""]",False,False
2016-04-18,416,"[""Thomas Middleditch"", ""Martin Starr"", ""Kumail Nanjiani""]",False,False
2016-04-14,415,"[""Rob Corddry"", ""Jon Gabrus"", ""Brian Huskey"", ""Erinn Hayes""]",False,False
2016-04-11,414,"[""Sean Clements"", ""Hayes Davenport""]",False,False
2016-04-07,413,"[""Tom Scharpling"", ""Jon Daly""]",False,False
2016-04-04,412,"[""Cameron Esposito"", ""Paul F. Tompkins"", ""Matt Gourley""]",False,False
2016-03-31,411,"[""The Thermals"", ""Mike Hanford"", ""Tim Kalpakis""]",False,False
2016-03-28,410,"[""Jerrod Carmichael"", ""Joe Wengert"", ""Neil Campbell""]",False,False
2016-03-21,409,"[""Taran Killam"", ""Paul Brittain""]",False,False
2016-03-17,408,"[""Live at SXSW 2016: Ben Schwartz"", ""Jon Gabrus"", ""Nick Kroll"", ""Paul F. Tompkins""]",False,False
2016-03-14,407,"[""Paul F. Tompkins"", ""Dan Ahdoot"", ""Drew Tarver"", ""Mandell Maughan"", ""Ryan Gaul"", ""Tawny Newsome"", ""Tim Baltz""]",False,False
2016-03-07,406,"[""Thomas Middleditch"", ""Lauren Lapkus""]",False,False
2016-03-03,405,"[""Jillian Bell"", ""Charlotte Newhouse"", ""Matt Gourley"", ""James Bladon""]",False,False
2016-02-29,404,"[""Neil Campbell"", ""Jessica Jean Jardine"", ""Ronnie Adrian"", ""Betsy Sodaro"", ""Carl Tart"", ""Tim Kalpakis""]",False,False
2016-02-22,403,"[""Adam Scott"", ""Tim Baltz"", ""Dan Ahdoot""]",False,False
2016-02-18,402,"[""Ben Schwartz""]",False,False
2016-02-15,401,"[""Paul Rust"", ""Gillian Jacobs"", ""Paul F. Tompkins""]",False,False
2016-02-08,400,"[""Jason Mantzoukas"", ""Andy Daly""]",False,False
2016-02-04,399,"[""Gilbert Gottfried"", ""James Adomian"", ""Anthony Atamanuik""]",False,False
2016-02-01,398,"[""Samantha Bee"", ""Drew Tarver"", ""Ryan Gaul""]",False,False
2016-01-25,397,"[""Weird Al Yankovic"", ""Lauren Lapkus"", ""Joe Wengert""]",False,False
2016-01-21,396,"[""Rob Huebel"", ""Jon Gabrus"", ""Jessica St. Clair""]",False,False
2016-01-18,395,"[""Whitney Cummings"", ""John Gemberling"", ""Mary Holland""]",False,False
2016-01-11,394,"[""Zach Galifianakis"", ""Lauren Lapkus"", ""Tim Baltz""]",False,False
2016-01-04,393,"[""Ben Schwartz"", ""Horatio Sanz""]",False,False
2015-12-31,2015.4,[],True,False
2015-12-28,2015.3,[],True,False
2015-12-24,2015.2,[],True,False
2015-12-21,2015.1,[],True,False
2015-12-17,392,"[""Jessica St. Clair"", ""Lennon Parham"", ""Jason Mantzoukas"", ""Brian Huskey"", ""Seth Morris"", ""Danielle Schneider"", ""Jon Daly""]",False,False
2015-12-14,391,"[""Xmas: Paul F. Tompkins"", ""Lauren Lapkus"", ""Jon Gabrus"", ""Neil Campbell"", ""Mike Hanford"", ""Will Hines""]",False,False
2015-12-07,390,"[""Eugene Mirman"", ""John Mulaney"", ""Nick Kroll""]",False,False
2015-11-30,389,"[""Mary Elizabeth Ellis"", ""Drew Tarver"", ""Dan Lippert""]",False,False
2015-11-23,388,"[""Neko Case"", ""Mike Hanford"", ""Mookie Blaiklock""]",False,False
2015-11-19,387,"[""John Grant"", ""John Gemberling"", ""Jocelyn DeBoer""]",False,False
2015-11-16,386,"[""Bob Odenkirk"", ""David Cross"", ""Mike O'Brien"", ""Paul F. Tompkins""]",False,False
2015-11-09,385,"[""John Mulaney"", ""Lauren Lapkus"", ""Betsy Sodaro""]",False,False
2015-11-02,384,"[""Jason Mantzoukas"", ""Paul F. Tompkins""]",False,False
2015-10-26,383,"[""Halloween"", ""Brett Gelman"", ""Jon Daly"", ""Nick Wiger"", ""Paul Rust"", ""Caroline Anderson""]",False,False
2015-10-19,382,"[""Fred Savage"", ""Wayne Federman"", ""Matt Gourley""]",False,False
2015-10-12,381,"[""Nathan Fielder"", ""Anthony Jeselnik"", ""Drew Tarver""]",False,False
2015-10-08,380,"[""Colin Hanks"", ""Eagles of Death Metal"", ""Matt Walsh"", ""Brian Huskey""]",False,False
2015-10-05,379,"[""Alia Shawkat"", ""Angela Trimbur"", ""Adam DeVine"", ""Jon Gabrus"", ""Pamela Murphy""]",False,False
2015-09-28,378,"[""Jason Mantzoukas"", ""Nick Kroll""]",False,False
2015-09-21,377,"[""Tatiana Maslany"", ""Kristian Bruun"", ""Paul F. Tompkins"", ""Lauren Lapkus""]",False,False
2015-09-17,376,"[""Peaches"", ""Claudia O'Doherty"", ""Will Hines""]",False,False
2015-09-14,375,"[""Jessica St. Clair"", ""Lennon Parham"", ""Brian Huskey"", ""Seth Morris"", ""Lauren Lapkus"", ""Jason Mantzoukas""]",False,False
2015-09-10,374,"[""Neil Campbell"", ""Paul Rust"", ""Fran Gillespie""]",False,False
2015-09-07,373,"[""Eric Stonestreet"", ""Brendon Small""]",False,False
2015-08-31,372,"[""Diane Coffee"", ""Mike Hanford"", ""Horatio Sanz""]",False,False
2015-08-24,371,"[""Jemaine Clement"", ""Lauren Lapkus"", ""Mary Holland"", ""Stephanie Allynne"", ""Erin Whitehead""]",False,False
2015-08-17,370,"[""Paul F. Tompkins"", ""Matt Gourley""]",False,False
2015-08-13,369,"[""Andrea Savage"", ""Casey Wilson"", ""Dannah Phirman"", ""Danielle Schneider""]",False,False
2015-08-10,368,"[""Paul Scheer"", ""Rob Huebel""]",False,False
2015-08-06,367,"[""Brett Gelman"", ""Tim Heidecker"", ""Jon Daly""]",False,False
2015-08-03,366,"[""Bobcat Goldthwait"", ""Joe Wengert"", ""Will Hines""]",False,False
2015-07-27,365,"[""Jason Mantzoukas"", ""Andy Daly"", ""Paul F. Tompkins""]",False,False
2015-07-23,364,"[""Michael Ian Black"", ""Lauren Lapkus""]",False,False
2015-07-20,363,"[""David Wain"", ""Rich Sommer"", ""Molly Shannon"", ""Marguerite Moreau""]",False,False
2015-07-13,362,"[""Tig Notaro"", ""Stephanie Allynne"", ""Mookie Blaiklock""]",False,False
2015-07-09,361,"[""Dan Finnerty"", ""Jon Gabrus"", ""John Gemberling""]",False,False
2015-07-06,360,"[""Jimmy Pardo"", ""Paul Brittain""]",False,False
2015-06-29,359,"[""Kumail Nanjiani"", ""Jonah Ray"", ""Horatio Sanz"", ""Erin Whitehead""]",False,False
2015-06-25,358,"[""Beck Bennett"", ""Mike Hanford"", ""Neil Campbell""]",False,False
2015-06-22,357,"[""Natasha Leggero"", ""Jeremy Konner"", ""Brendon Small"", ""Betsy Sodaro""]",False,False
2015-06-15,356,"[""Jason Mantzoukas"", ""Paul F. Tompkins""]",False,False
2015-06-08,355,"[""Lauren Lapkus"", ""Thomas Middleditch""]",False,False
2015-06-04,354,"[""Ben Schwartz""]",False,False
2015-06-01,353,"[""Reggie Watts"", ""Neil Campbell"", ""Mike Mitchell""]",False,False
2015-05-25,352,"[""Nick Swardson"", ""James Adomian"", ""Will Hines""]",False,False
2015-05-18,351,"[""Sean Clements"", ""Hayes Davenport"", ""Ben Rodgers"", ""Hayley Huntley""]",False,False
2015-05-11,350,"[""Andy Richter"", ""Andy Daly""]",False,False
2015-05-04,349,"[""6th Anniv. Paul F. Tompkins"", ""Lauren Lapkus"", ""Thomas Middleditch"", ""Neil Campbell"", ""Mike Hanford"", ""Joe Wengert"", ""Paul Scheer"", ""Erin Whitehead""]",False,False
2015-04-27,348,"[""Cameron Esposito"", ""Paul F. Tompkins"", ""Matt Gourley""]",False,False
2015-04-23,347,"[""Kevin Pollak"", ""Seth Morris""]",False,False
2015-04-20,346,"[""Tom Green"", ""Mary Holland"", ""Erin Whitehead""]",False,False
2015-04-13,345,"[""Kyle Bornheimer"", ""Paul Brittain""]",False,False
2015-04-09,344,"[""Ryan Hansen"", ""Jamie Chung"", ""Horatio Sanz"", ""Jocelyn DeBoer"", ""Paul F. Tompkins""]",False,False
2015-04-06,343,"[""Alicia Witt"", ""Jon Gabrus"", ""Brendon Small""]",False,False
2015-03-30,342,"[""Thomas Middleditch"", ""Kumail Nanjiani"", ""Martin Starr"", ""Paul F. Tompkins""]",False,False
2015-03-23,341,"[""Stars"", ""Claudia O'Doherty"", ""Neil Campbell""]",False,False
2015-03-19,340,"[""LIVE from SXSW 2015 II: Tig Notaro"", ""Stephanie Allynne"", ""Mary Holland"", ""Lauren Lapkus"", ""James Adomian""]",False,False
2015-03-16,339,"[""LIVE from SXSW 2015: Lauren Lapkus"", ""Colin Hanks"", ""Nick Kroll"", ""Horatio Sanz""]",False,False
2015-03-09,338,"[""Michael Ableson"", ""Paul F. Tompkins"", ""Andy Daly"", ""Lauren Lapkus""]",False,False
2015-03-02,337,"[""Weird Al Yankovic"", ""Paul F. Tompkins"", ""Joe Wengert""]",False,False
2015-02-22,336,"[""Harris Wittels"", ""Chelsea Peretti"", ""Adam Scott""]",False,False
2015-02-16,335,"[""Colin Hay"", ""Gillian Jacobs"", ""Paul F. Tompkins""]",False,False
2015-02-12,334,"[""David Cross"", ""James Adomian"", ""Matt Walsh""]",False,False
2015-02-09,333,"[""Jack Antonoff"", ""Horatio Sanz"", ""Miriam Tolan""]",False,False
2015-02-02,332,"[""Kyle Kinane"", ""Matt Braunger"", ""Fran Gillespie"", ""Neil Campbell""]",False,False
2015-01-26,331,"[""Patton Oswalt"", ""Lauren Lapkus"", ""Mary Holland""]",False,False
2015-01-19,330,"[""Jim Rash"", ""Horatio Sanz""]",False,False
2015-01-12,329,"[""Nick Kroll"", ""John Mulaney""]",False,False
2015-01-08,328,"[""American Football"", ""Anders Holm"", ""Mike Hanford""]",False,False
2015-01-05,327,"[""Ben Schwartz"", ""Horatio Sanz""]",False,False
2014-12-31,2014.4,[],True,False
2014-12-29,2014.3,[],True,False
2014-12-24,2014.2,[],True,False
2014-12-22,2014.1,[],True,False
2014-12-15,326,"[""2014 Holiday Spectacular""]",False,False
2014-12-08,325,"[""Skylar Astin"", ""Rory Scovel"", ""Pamela Murphy"", ""Will Hines""]",False,False
2014-12-01,324,"[""Colin Hanks"", ""Lauren Lapkus"", ""Stephanie Allynne"", ""Mary Holland"", ""Erin Whitehead""]",False,False
2014-11-24,323,"[""Tears for Fears"", ""Reggie Watts"", ""Paul F. Tompkins""]",False,False
2014-11-17,322,"[""Chelsea Peretti"", ""Seth Morris""]",False,False
2014-11-10,321,"[""Ana Gasteyer"", ""Jon Gabrus"", ""Mookie Blaiklock""]",False,False
2014-11-03,320,"[""Alex Borstein"", ""Brendon Small"", ""Molly Bretthauer""]",False,False
2014-10-30,319,"[""Halloween"", ""Brett Gelman"", ""Jon Daly"", ""Allan McLeod"", ""Nick Wiger"", ""Caroline Anderson""]",False,False
2014-10-27,318,"[""Wyatt Cenac"", ""Matt Besser"", ""Jocelyn DeBoer""]",False,False
2014-10-20,317,"[""Natasha Lyonne"", ""Paul F. Tompkins"", ""Mary Holland""]",False,False
2014-10-16,316,"[""Dane Cook"", ""Reggie Watts"", ""Neil Campbell""]",False,False
2014-10-13,315,"[""Ken Marino"", ""Casey Wilson"", ""Joe Wengert""]",False,False
2014-10-06,314,"[""Cameron Esposito"", ""Paul F. Tompkins""]",False,False
2014-09-29,313,"[""Ben Schwartz"", ""Horatio Sanz"", ""Paul Banks""]",False,False
2014-09-22,312,"[""Andy Samberg"", ""Lauren Lapkus""]",False,False
2014-09-18,311,"[""Joe Lo Truglio"", ""Beth Dover""]",False,False
2014-09-15,310,"[""Kevin Allison"", ""Pamela Murphy"", ""John Gemberling""]",False,False
2014-09-08,309,"[""Nick Kroll"", ""Jimmy Pardo"", ""Claudia O'Doherty""]",False,False
2014-09-01,308,"[""Matt Gourley"", ""Mark McConville"", ""Jeremy Carter"", ""Paul F. Tompkins: Superego""]",False,False
2014-08-25,307,"[""Tenacious D"", ""Lauren Lapkus"", ""Joe Wengert""]",False,False
2014-08-21,306,"[""Paul Rust"", ""Harris Wittels"", ""Michael Cassady"", ""Don't Stop Or We'll Die""]",False,False
2014-08-18,305,"[""Howard Kremer"", ""Kulap Vilaysack"", ""Jon Gabrus""]",False,False
2014-08-11,304,"[""Jessica St. Clair"", ""Lennon Parham"", ""Lauren Lapkus"", ""Jason Mantzoukas"", ""Brian Huskey"", ""Melissa Rauch"", ""Andy Daly""]",False,False
2014-08-04,303,"[""Paul F. Tompkins"", ""Loudon Wainwright III""]",False,False
2014-07-31,302,"[""Mary Lynn Rajskub"", ""Eddie Pepitone"", ""Twin Shadow""]",False,False
2014-07-28,301,"[""Jonah Ray"", ""Kumail Nanjiani"", ""Brendon Small""]",False,False
2014-07-21,300,"[""Jason Mantzoukas"", ""Andy Daly""]",False,False
2014-07-15,299,"[""Weird Al Yankovic"", ""Claudia O'Doherty""]",False,False
2014-07-07,298,"[""Paul Scheer"", ""Dannah Phirman"", ""Danielle Schneider"", ""Tymberlee Hill"", ""Andrea Savage""]",False,False
2014-06-30,297,"[""Nathan Fielder"", ""Joe Wengert"", ""James Adomian""]",False,False
2014-06-23,296,"[""David Wain"", ""Michael Showalter"", ""Neil Campbell""]",False,False
2014-06-19,295,"[""Alex Anfanger"", ""Dan Schimpf"", ""Lauren Lapkus""]",False,False
2014-06-16,294,"[""Ian Edwards"", ""Brendon Small"", ""Jessica St. Clair""]",False,False
2014-06-12,293,"[""Phil Lord"", ""Chris Miller"", ""Jon Gabrus"", ""Eugene Cordero""]",False,False
2014-06-09,292,"[""Jenny Slate"", ""Merrill Garbus"", ""Jon Daly""]",False,False
2014-06-05,291,"[""Bob Odenkirk"", ""Adam Resnick"", ""Neil Casey"", ""Fran Gillespie""]",False,False
2014-06-02,290,"[""Todd Glass"", ""James Adomian""]",False,False
2014-05-26,289,"[""Paul F. Tompkins"", ""Matt Gourley""]",False,False
2014-05-22,288,"[""The Sklar Brothers"", ""Horatio Sanz""]",False,False
2014-05-19,287,"[""Shane Torres"", ""Lauren Lapkus""]",False,False
2014-05-12,286,"[""Bobby Moynihan"", ""Paul F. Tompkins""]",False,False
2014-05-08,285,"[""Ben Schwartz""]",False,False
2014-05-05,284,"[""The Thrilling Adventure Hour""]",False,False
2014-04-28,283,"[""Jessica St. Clair"", ""Lennon Parham"", ""Jason Mantzoukas"", ""Lauren Lapkus"", ""Matt Besser"", ""Paul F. Tompkins"", ""Paul Rust"", ""Neil Campbell""]",False,False
2014-04-21,282,"[""Jessica St. Clair"", ""Lennon Parham""]",False,False
2014-04-14,281,"[""Matt Walsh"", ""Tim Simons""]",False,False
2014-04-07,280,"[""Weird Al Yankovic"", ""Paul F. Tompkins""]",False,False
2014-03-31,279,"[""Patton Oswalt"", ""Lauren Lapkus"", ""Will Hines""]",False,False
2014-03-24,278,"[""Old 97's"", ""Matt Berninger"", ""James Adomian""]",False,False
2014-03-17,277,"[""Chelsea Peretti"", ""Paul Rust"", ""Neil Campbell""]",False,False
2014-03-13,276,"[""LIVE from SXSW 2014 II; Matt Braunger"", ""Matt Besser"", ""Jon Gabrus""]",False,False
2014-03-10,275,"[""LIVE from SXSW 2014; Jonah Ray"", ""Adam Cayton-Holland"", ""James Adomian""]",False,False
2014-03-03,274,"[""Jason Mantzoukas"", ""Andy Daly""]",False,False
2014-02-24,273,"[""Jim O'Heir"", ""Horatio Sanz""]",False,False
2014-02-17,272,"[""Gillian Jacobs"", ""Paul F. Tompkins""]",False,False
2014-02-13,271,"[""Nick Thune"", ""Molly Bretthauer""]",False,False
2014-02-10,270,"[""Jon Daly"", ""James Adomian""]",False,False
2014-02-03,269,"[""Doug Benson"", ""Paul Hornschemeier"", ""Matt Besser""]",False,False
2014-01-30,268,"[""Jimmy Pardo"", ""Betsy Sodaro""]",False,False
2014-01-27,267,"[""Jerrod Carmichael"", ""Neil Campbell"", ""Mookie Blaiklock""]",False,False
2014-01-20,266,"[""Taran Killam"", ""Paul Brittain""]",False,False
2014-01-16,265,"[""LIVE from RIOT LA; Paul F. Tompkins"", ""Lauren Lapkus"", ""Harris Wittels""]",False,False
2014-01-13,264,"[""Nick Kroll"", ""Jenny Slate""]",False,False
2014-01-06,263,"[""Ben Schwartz"", ""Horatio Sanz""]",False,False
2014-01-02,2013.4,[],True,False
2013-12-30,2013.3,[],True,False
2013-12-26,2013.2,[],True,False
2013-12-23,2013.1,[],True,False
2013-12-16,262,"[""2013 Holiday Spectacular""]",False,False
2013-12-09,261,"[""Horatio Sanz"", ""Kulap Vilaysack"", ""Shelby Fero""]",False,False
2013-12-05,260,"[""Mike Birbiglia"", ""Brendon Small"", ""Jon Gabrus""]",False,False
2013-12-02,259,"[""David Alan Grier"", ""Lauren Lapkus"", ""Joe Wengert""]",False,False
2013-11-25,258,"[""Jimmy Pardo"", ""Bill Callahan"", ""Seth Morris""]",False,False
2013-11-21,257,"[""Will Forte"", ""Paul F. Tompkins""]",False,False
2013-11-18,256,"[""Brendon Small"", ""Cameron Esposito"", ""James Adomian""]",False,False
2013-11-11,255,"[""Rob Delaney"", ""Mookie Blaiklock""]",False,False
2013-11-07,254,"[""LIVE from Comedy Gives Back; Zach Galifianakis"", ""David Wain"", ""Andy Daly""]",False,False
2013-11-04,253,"[""Tim Heidecker"", ""Jon Daly""]",False,False
2013-10-28,252,"[""Halloween"", ""Steven Yeun"", ""Paul Rust"", ""Molly Bretthauer"", ""Nick Wiger"", ""Eva Anderson"", ""Caroline Anderson""]",False,False
2013-10-24,251,"[""Amber Tamblyn"", ""Todd Glass""]",False,False
2013-10-21,250,"[""Pete Holmes"", ""Jon Gabrus"", ""Pamela Murphy""]",False,False
2013-10-14,249,"[""Bob Odenkirk"", ""The Birthday Boys""]",False,False
2013-10-10,248,"[""Eric Andre"", ""Lauren Lapkus""]",False,False
2013-10-07,247,"[""Tim Meadows"", ""Horatio Sanz""]",False,False
2013-09-30,246,"[""Casey Wilson"", ""June Diane Raphael""]",False,False
2013-09-23,245,"[""Amy Poehler"", ""Paul F. Tompkins"", ""Neil Campbell""]",False,False
2013-09-16,244,"[""Andy Samberg"", ""Eddie Pepitone""]",False,False
2013-09-09,243,"[""Maria Bamford"", ""James Adomian""]",False,False
2013-09-02,242,"[""Thomas Lennon"", ""Rob Huebel"", ""Neko Case""]",False,False
2013-08-26,241,"[""Paul Scheer"", ""Nick Kroll""]",False,False
2013-08-23,240,"[""Edgar Wright"", ""Simon Pegg"", ""Nick Frost""]",False,False
2013-08-19,239,"[""Jay Mohr"", ""Matt Besser""]",False,False
2013-08-12,238,"[""Jessica St. Clair"", ""Lennon Parham"", ""Jason Mantzoukas"", ""Brian Huskey"", ""Melissa Rauch""]",False,False
2013-08-08,237,"[""Jonah Ray"", ""Nick Thune"", ""Eugene Cordero""]",False,False
2013-08-05,236,"[""Rob Corddry"", ""Paul F. Tompkins""]",False,False
2013-07-29,235,"[""Doug Benson"", ""Paul F. Tompkins""]",False,False
2013-07-25,234,"[""Bill Hader"", ""Seth Morris""]",False,False
2013-07-22,233,"[""Bob Odenkirk"", ""Andy Daly""]",False,False
2013-07-18,232,"[""LIVE from San Diego Comic-Con; Andy Daly"", ""Paul Rust""]",False,False
2013-07-15,231,"[""Kumail Nanjiani"", ""James Adomian""]",False,False
2013-07-11,230,"[""Reggie Watts"", ""Neil Campbell""]",False,False
2013-07-08,229,"[""Ben Schwartz"", ""Paul F. Tompkins""]",False,False
2013-07-01,228,"[""John Hodgman"", ""Paul F. Tompkins""]",False,False
2013-06-27,227,"[""Brian Posehn"", ""Jon Daly""]",False,False
2013-06-24,226,"[""Paul Feig"", ""Horatio Sanz""]",False,False
2013-06-17,225,"[""Taran Killam"", ""Paul Brittain""]",False,False
2013-06-13,224,"[""Live From Austin; Paul Scheer"", ""Martin Starr"", ""Brandon Johnson"", ""Neil Campbell""]",False,False
2013-06-10,223,"[""Seth Rogen""]",False,False
2013-06-03,222,"[""Paul F. Tompkins"", ""Gillian Jacobs"", ""Mike Hanford""]",False,False
2013-05-27,221,"[""Andy Richter"", ""Paul F. Tompkins""]",False,False
2013-05-20,220,"[""Lennon Parham"", ""Jessica St. Clair""]",False,False
2013-05-13,219,"[""Adam Scott"", ""Harris Wittels"", ""Chelsea Peretti""]",False,False
2013-05-06,218,"[""4th Anniversary"", ""David Wain"", ""Lauren Lapkus"", ""Jessica St. Clair"", ""Paul F. Tompkins"", ""Jason Mantzoukas"", ""Paul Rust"", ""Neil Campbell""]",False,False
2013-05-02,217,"[""Marc Maron""]",False,False
2013-04-29,216,"[""Kristen Schaal"", ""Michaela Watkins"", ""Neil Campbell""]",False,False
2013-04-22,215,"[""Bobby Moynihan"", ""Paul F. Tompkins""]",False,False
2013-04-18,214,"[""Jen Kirkman"", ""Pamela Murphy""]",False,False
2013-04-15,213,"[""Jerrod Carmichael"", ""Horatio Sanz""]",False,False
2013-04-08,212,"[""Brendon Walsh"", ""James Adomian"", ""Neil Campbell""]",False,False
2013-04-01,211,"[""Jon Hamm"", ""Nick Kroll""]",False,False
2013-03-25,210,"[""Adam Brody"", ""Lauren Lapkus"", ""Joe Wengert""]",False,False
2013-03-21,209,"[""Don't Stop Or We'll Die"", ""Howard Kremer""]",False,False
2013-03-18,208,"[""Steven Yeun"", ""Doug Benson"", ""Paul F. Tompkins""]",False,False
2013-03-14,207,"[""LIVE from SXSW 2013 II; Ken Marino"", ""Rob Huebel"", ""Natasha Leggero"", ""Martin Starr"", ""Reggie Watts"", ""James Adomian""]",False,False
2013-03-11,206,"[""Live from SXSW 2013; Michael Cera"", ""Sarah Silverman"", ""Tim & Eric"", ""Reggie Watts""]",False,False
2013-03-07,205,"[""Anthony Jeselnik"", ""Eugene Mirman"", ""Nathan Fielder"", ""Eugene Cordero""]",False,False
2013-03-04,204,"[""Zach Galifianakis"", ""Jon Daly"", ""Neil Campbell""]",False,False
2013-02-25,203,"[""\""Weird Al\"" Yankovic"", ""Paul F. Tompkins""]",False,False
2013-02-21,202,"[""Nick Thune"", ""James Adomian"", ""Lauren Lapkus""]",False,False
2013-02-18,201,"[""Jon Glaser"", ""Matt Besser""]",False,False
2013-02-11,200,"[""Jason Mantzoukas"", ""Andy Daly""]",False,False
2013-02-06,199,"[""Gillian Jacobs"", ""Paul F. Tompkins""]",False,False
2013-02-04,198,"[""Jeffrey Ross"", ""Ron Sexsmith"", ""Amy Phillips"", ""Neil Campbell""]",False,False
2013-01-28,197,"[""Tim Heidecker"", ""Paul Rust"", ""Jon Daly""]",False,False
2013-01-24,196,"[""Jeff Garlin"", ""James Adomian""]",False,False
2013-01-21,195,"[""Billy Eichner"", ""Reggie Watts"", ""Matt Besser""]",False,False
2013-01-14,194,"[""Nick Kroll"", ""Chelsea Peretti""]",False,False
2013-01-10,193,"[""Kristen Schaal"", ""Neil Campbell"", ""Pamela Murphy""]",False,False
2013-01-07,192,"[""Ben Schwartz"", ""Horatio Sanz""]",False,False
2012-12-31,2012.2,[],True,False
2012-12-24,2012.1,[],True,False
2012-12-18,2012,"[""Holiday Spectacular""]",False,False
2012-12-10,190,"[""Demetri Martin"", ""James Adomian"", ""Pamela Murphy""]",False,False
2012-12-03,189,"[""Chris Fairbanks"", ""Paul F. Tompkins""]",False,False
2012-11-26,188,"[""Judd Apatow"", ""Graham Parker"", ""Jessica St. Clair""]",False,False
2012-11-19,187,"[""Nat Faxon"", ""Lennon Parham""]",False,False
2012-11-12,186,"[""Paul F. Tompkins"", ""Julie Klausner"", ""Jake Fogelnest""]",False,False
2012-11-07,185,"[""Chris Hardwick"", ""Ike Barinholtz""]",False,False
2012-11-05,184,"[""Aziz Ansari"", ""Bob Odenkirk"", ""Neil Campbell"", ""Mike Hanford"", ""James Adomian""]",False,False
2012-10-29,183,"[""Halloween"", ""Brett Gelman"", ""Jon Daly"", ""Allan McLeod"", ""James Adomian""]",False,False
2012-10-24,182,"[""Tim Heidecker"", ""Joe Wengert"", ""Lauren Lapkus""]",False,False
2012-10-22,184,"[""Casey Wilson"", ""Adam Pally""]",False,False
