releaseDate,number,guests,bestOf,live
2012-10-15,180,"[""Gillian Jacobs"", ""Paul F. Tompkins"", ""Lauren Lapkus""]",False,False
2012-10-08,179,"[""Adam DeVine"", ""Paul Scheer"", ""Kay Cannon"", ""Hana Mae Lee""]",False,False
2012-10-01,178,"[""Rob Corddry"", ""Jessica St. Clair""]",False,False
2012-09-24,177,"[""B.J. Novak"", ""Wyatt Cenac"", ""Keegan-Michael Key"", ""Jordan Peele""]",False,False
2012-09-17,176,"[""Amy Poehler"", ""Jason Mantzoukas"", ""James Adomian""]",False,False
2012-09-10,175,"[""Justin Kirk"", ""Paul F. Tompkins""]",False,False
2012-09-03,174,"[""Lizzy Caplan"", ""John Mulaney"", ""Nick Kroll""]",False,False
2012-08-27,173,"[""Paul F. Tompkins"", ""Paul Scheer"", ""Brent Weinbach""]",False,False
2012-08-20,172,"[""Todd Glass"", ""Brian Huskey""]",False,False
2012-08-13,171,"[""Megan Mullally"", ""Nick Kroll"", ""Stephanie Hunt""]",False,False
2012-08-06,170,"[""Martin Starr"", ""Lennon Parham"", ""Neil Campbell""]",False,False
2012-07-30,169,"[""Jay Chandrasekhar"", ""Paul F. Tompkins""]",False,False
2012-07-23,168,"[""Bob Odenkirk"", ""Matt Besser""]",False,False
2012-07-16,167,"[""Jessica St. Clair"", ""Paul Rust"", ""Jerrod Carmichael""]",False,False
2012-07-09,166,"[""Adam Scott"", ""Harris Wittels"", ""Chelsea Peretti""]",False,False
2012-07-02,165,"[""Andy Kindler"", ""Loudon Wainwright III"", ""Amy Phillips""]",False,False
2012-06-25,164,"[""Tony Clifton"", ""Ben Schwartz""]",False,False
2012-06-18,163,"[""Ken Marino"", ""Steve Agee"", ""Janet Varney"", ""Deanna Russo""]",False,False
2012-06-11,162,"[""Andy Samberg"", ""Adam Pally""]",False,False
2012-06-04,161,"[""Reggie Watts"", ""Tim Heidecker"", ""Andy Daly"", ""Jon Daly""]",False,False
2012-05-28,160,"[""Sarah Silverman"", ""Kyle Dunnigan""]",False,False
2012-05-21,159,"[""Alison Brie"", ""Jason Mantzoukas"", ""Saul Goodman""]",False,False
2012-05-14,158,"[""Jordan Peele"", ""Gillian Jacobs""]",False,False
2012-05-07,157,"[""Bobcat Goldthwait"", ""Paul F Tompkins""]",False,False
2012-04-30,156,"[""3rd Anniversary"", ""Zach Galifianakis"", ""St. Vincent"", ""Special Guests""]",False,False
2012-04-23,155,"[""Patton Oswalt"", ""Chris Tallman""]",False,False
2012-04-16,154,"[""Lennon Parham"", ""Jessica St. Clair""]",False,False
2012-04-12,153,"[""Will Forte"", ""Leo Allen""]",False,False
2012-04-09,152,"[""Ed Helms"", ""Seth Morris""]",False,False
2012-04-02,151,"[""Fred Savage"", ""Jackie Clarke"", ""Gil Ozeri""]",False,False
2012-03-26,150,"[""Bobby Moynihan"", ""Paul F. Tompkins""]",False,False
2012-03-19,149,"[""Live At SXSW"", ""Tim Heidecker"", ""James Adomian"", ""Seth Morris"", ""Reggie Watts""]",False,False
2012-03-12,148,"[""Jason Mantzoukas"", ""Andy Daly""]",False,False
2012-03-05,147,"[""Paul F. Tompkins"", ""Greg Proops"", ""James Adomian""]",False,False
2012-02-27,146,"[""Reggie Watts"", ""Ben Schwartz"", ""Matt Besser""]",False,False
2012-02-20,145,"[""David Wain"", ""James Adomian""]",False,False
2012-02-13,144,"[""Harris Wittels"", ""Paul Rust"", ""Michael Cassady"", ""Don't Stop Or We'll Die""]",False,False
2012-02-06,143,"[""Weird Al Yankovic"", ""Todd Glass"", ""Amy Phillips""]",False,False
2012-01-30,142,"[""Tim & Eric"", ""James Adomian""]",False,False
2012-01-23,141,"[""Tig Notaro"", ""Ronna & Beverly""]",False,False
2012-01-16,140,"[""Nick Offerman"", ""James Adomian""]",False,False
2012-01-09,139,"[""Bob Odenkirk"", ""Brian Huskey""]",False,False
2012-01-02,138,"[""Andy Richter"", ""Paul F. Tompkins""]",False,False
2011-12-29,2011.2,[],True,False
2011-12-26,2011.1,[],True,False
2011-12-19,2011,"[""Holiday Spectacular""]",False,False
2011-12-12,135,"[""Paul F. Tompkins"", ""Erinn Hayes"", ""Dan Telfer""]",False,False
2011-12-05,134,"[""Kevin Nealon"", ""Ben Schwartz"", ""Amy Phillips""]",False,False
2011-11-28,133,"[""Patton Oswalt"", ""Chris Tallman""]",False,False
2011-11-21,132,"[""David Wain"", ""Margret Cho"", ""James Adomian"", ""Grant Lee Phillips""]",False,False
2011-11-14,131,"[""Andy Daly"", ""Jason Mantzoukas""]",False,False
2011-11-07,130,"[""Bobby Moynihan"", ""Jenny Slate"", ""Elizabeth Laime""]",False,False
2011-10-31,129,"[""Halloween"", ""Brett Gelman"", ""Jon Daly"", ""Allan McCloud"", ""Neil Campbell""]",False,False
2011-10-24,128,"[""Jon Heder"", ""Harris Wittels"", ""Seth Morris""]",False,False
2011-10-17,127,"[""Paul Scheer"", ""Nick Swardson"", ""Brody Stevens""]",False,False
2011-10-10,126,"[""Jon Hamm"", ""Paul F. Tompkins"", ""Nick Lowe""]",False,False
2011-10-03,125,"[""Sarah Silverman"", ""Nick Kroll"", ""Dan Mangan""]",False,False
2011-09-26,124,"[""Matthew Sweet"", ""Todd Barry"", ""Nick Thune""]",False,False
2011-09-19,123,"[""Amy Poehler"", ""The Bangles"", ""Adam Pally""]",False,False
2011-09-12,122,"[""Zach Galifianakis"", ""Paul F. Tompkins"", ""Yo La Tengo""]",False,False
2011-09-05,121,"[""Jimmy Pardo"", ""Paul Rust"", ""Rob Delaney""]",False,False
2011-08-29,120,"[""Adam Scott"", ""Harris Wittels"", ""Chelsea Peretti""]",False,False
2011-08-22,119,"[""Gillian Jacobs"", ""Andy Daly""]",False,False
2011-08-15,118,"[""Patton Oswalt"", ""Eddie Pepitone""]",False,False
2011-08-08,117,"[""David Cross"", ""Ruben Fleischer"", ""Chad Carter""]",False,False
2011-08-01,116,"[""Todd Glass"", ""Jessica St. Clair""]",False,False
2011-07-25,115,"[""Paul Rudd"", ""David Wain"", ""Ken Marino""]",False,False
2011-07-18,114,"[""Edgar Wright"", ""Joe Cornish"", ""Matt Besser""]",False,False
2011-07-11,113,"[""Bobby Moynihan"", ""Seth Morris""]",False,False
2011-07-05,112,"[""\""Weird Al\"" Yankovic"", ""Paul F. Tompkins""]",False,False
2011-07-01,111,"[""Harris Wittels"", ""Auction Winner David Guy Levy"", ""???""]",False,False
2011-06-27,110,"[""Myq Kaplan"", ""Colin Hanks"", ""Paul Scheer""]",False,False
2011-06-20,109,"[""Andy Samberg"", ""Adam Pally""]",False,False
2011-06-13,108,"[""Rob Corddry"", ""Erinn Hayes"", ""James Adomian""]",False,False
2011-06-06,107,"[""John Mulaney"", ""Nick Kroll""]",False,False
2011-05-30,106,"[""5 Andy Richter"", ""Paul F. Tompkins""]",False,False
2011-05-23,106,"[""Andy Richter"", ""Paul. F. Tompkins""]",False,False
2011-05-16,105,"[""Jon Daly"", ""Matt Walsh"", ""Scot Armstrong""]",False,False
2011-05-15,102,"[""Tim Heidecker"", ""Neil Hamburger""]",False,False
2011-05-15,104,"[""Paul Feig"", ""The Birthday Boys""]",False,False
2011-05-15,103,"[""2nd Anniversary"", ""PFT"", ""Reggie Watts"", ""Andrew Daly"", ""Paul Scheer"", ""Tig Notaro"", ""Nick Kroll"", ""James Adomian""]",False,False
2011-04-18,101,"[""Joe Lo Truglio"", ""Casey Wilson"", ""Matt Besser""]",False,False
2011-04-11,100,"[""Susanna Hoffs"", ""Matthew Sweet"", ""Rob Huebel"", ""Thomas Lennon"", ""Doug Benson""]",False,False
2011-04-04,99,"[""Patton Oswalt"", ""Andy Daly""]",False,False
2011-03-28,98,"[""Adam Scott"", ""James Adomian""]",False,False
2011-03-21,97,"[""Jon Hamm"", ""Seth Morris""]",False,False
2011-03-14,96,"[""Paul Reubens"", ""Dave Foley"", ""Thomas Lennon""]",False,False
2011-03-07,95,"[""Natasha Leggero"", ""Harris Wittels"", ""Matt Besser""]",False,False
2011-02-28,94,"[""Ben Schwartz"", ""Andy Daly""]",False,False
2011-02-21,93,"[""Reggie Watts"", ""James Adomian""]",False,False
2011-02-13,92,"[""Andy Richter"", ""Jessica St. Clair""]",False,False
2011-02-07,91,"[""\""Weird Al\"" Yankovic"", ""Paul F. Tompkins"", ""Tom Scharpling""]",False,False
2011-01-30,90,"[""Brett Gelman"", ""Michael Gladis"", ""Maria Thayer""]",False,False
2011-01-23,89,"[""Nick Kroll"", ""Harris Wittels""]",False,False
2011-01-17,88,"[""Chris Hardwick"", ""Matt Braunger""]",False,False
2011-01-10,87,"[""Nick Thune"", ""Chelsea Peretti""]",False,False
2011-01-02,86,"[""Patton Oswalt"", ""Rob Huebel""]",False,False
2010-12-26,2010.0,[],True,False
2010-12-20,85,"[""Colin Hanks"", ""Paul F. Tompkins"", ""Nick Kroll"", ""Seth Morris"", ""Andy Daly"", ""Brett Gelman"", ""Neil Campbell"", ""Christmas""]",False,False
2010-12-12,84,"[""Harris Wittels"", ""Reggie Watts"", ""Eddie Pepitone""]",False,False
2010-12-05,83,"[""Michael Ian Black"", ""Seth Morris""]",False,False
2010-11-27,82,"[""Kevin Nealon"", ""Sarah Silverman"", ""Tig Notaro"", ""Jon Daly"", ""Jerry Minor"", ""Miles Archer""]",False,False
2010-11-23,81,"[""Todd Barry"", ""Neil Campbell"", ""Paul Rust""]",False,False
2010-11-15,80,"[""Adam Scott"", ""Paul F. Tompkins"", ""James Adomian""]",False,False
2010-11-09,79,"[""Eugene Mirman"", ""Jackie Clarke"", ""Mookie Blaiklok""]",False,False
2010-10-31,78,"[""Doug Benson"", ""John Gemberling""]",False,False
2010-10-26,77,"[""Halloween"", ""Jerry Minor"", ""Sean Dickerson"", ""Allan McLeod"", ""Jon Daly"", ""Brett Gelman"", ""Nick Wiger""]",False,False
2010-10-19,76,"[""2 Zach Galifianakis"", ""Paul F. Tompkins"", ""Dillon Campbell""]",False,False
2010-10-13,76,"[""Zach Galifianakis"", ""Paul F. Tompkins"", ""Dillon Campbell""]",False,False
2010-10-12,75,"[""Mike Birbiglia"", ""Henry Phillips"", ""Matt Besser""]",False,False
2010-10-06,74,"[""Jason Mantzoukas"", ""Andy Daly""]",False,False
2010-09-29,73,"[""Nick Swardson"", ""Jon Daly""]",False,False
2010-09-22,72,"[""Janeane Garofalo"", ""Andy Dick"", ""James Adomian""]",False,False
2010-09-15,71,"[""Paul Scheer"", ""Nick Kroll""]",False,False
2010-09-08,70,"[""Aimee Mann"", ""Jon Wurster"", ""Ted Leo"", ""Paul F. Tompkins""]",False,False
2010-09-01,69,"[""Thomas Lennon"", ""Kumail Nanjiani"", ""Loch and Key""]",False,False
2010-08-26,68,"[""Fred Armisen"", ""Howard Kremer"", ""Trainwreck""]",False,False
2010-08-19,67,"[""Rob Corddry"", ""Lake Bell"", ""Paul F. Tompkins""]",False,False
2010-08-16,66,"[""2 Bob Odenkirk"", ""Brett Gelman""]",False,False
2010-08-12,66,"[""Bob Odenkirk""]",False,False
2010-08-05,65,"[""Sklar Brothers"", ""Seth Morris""]",False,False
2010-07-30,64,"[""James Adomian"", ""Sarah Silverman"", ""Mary Lynn Rajskub""]",False,False
2010-07-23,63,"[""Jon Hamm"", ""Rich Sommer"", ""David Koechner""]",False,False
2010-07-16,62,"[""Andy Richter"", ""Matt Besser"", ""Don't Stop or We'll Die"", ""Paul F. Tompkins""]",False,False
2010-07-09,61,"[""Jimmy Pardo"", ""Rory Scovel""]",False,False
2010-07-03,60,"[""Donald Glover"", ""Jessica St. Clair"", ""Brendon Walsh""]",False,False
2010-06-25,59,"[""Paul F. Tompkins"", ""Todd Glass"", ""Andy Daly""]",False,False
2010-06-19,58,"[""Rob Huebel"", ""Steel Panther""]",False,False
2010-06-11,57,"[""Brian Posehn"", ""James Adomian""]",False,False
2010-06-04,56,"[""David Higgins"", ""Paul F. Tompkins""]",False,False
2010-05-28,55,"[""Natasha Leggero"", ""Jason Mantzoukas"", ""Seth Morris""]",False,False
2010-05-21,54,"[""Marc Maron"", ""The Birthday Boys""]",False,False
2010-05-14,53,"[""Weird Al Yankovic"", ""Garfunkel & Oates""]",False,False
2010-05-07,52,"[""Sarah Silverman"", ""Harris Wittels"", ""Ben Schwartz""]",False,False
2010-04-30,51,"[""2 Tig Notaro"", ""Rich Fulcher"", ""Special Guests""]",False,False
2010-04-30,51,"[""Tig Notaro"", ""Rich Fulcher"", ""Special Guests""]",False,False
2010-04-23,50,"[""Paul Gilmartin"", ""Mookie Blaiklok"", ""The Thrilling Adventure Hour""]",False,False
2010-04-16,49,"[""Adam Scott"", ""Matt Walsh"", ""June Raphael"", ""James Pumphrey"", ""Chris Fairbanks""]",False,False
2010-04-09,48,"[""Sklar Brothers"", ""Paul Scheer""]",False,False
2010-04-02,47,"[""Greg Proops"", ""Jon Daly""]",False,False
2010-03-26,46,"[""Ben Stiller"", ""Jeff Garlin"", ""Paul F. Tompkins"", ""Andrew Daly""]",False,False
2010-03-19,45,"[""Cyber Thug"", ""James Adomian"", ""Craig Robinson"", ""David Sitek"", ""Dave Cousin"", ""Brandon Johnson""]",False,False
2010-03-12,44,"[""Nick Kroll"", ""Paul F. Tompkins"", ""Jason Woliner""]",False,False
2010-03-05,43,"[""Tig Notaro"", ""Casey Wilson"", ""Rory Scovel""]",False,False
2010-02-26,42,"[""Nick Thune"", ""Matt Walsh"", ""Ian Roberts"", ""Danielle Shneider"", ""James Pumphrey""]",False,False
2010-02-19,41,"[""Aimee Mann"", ""Kumail Nanjiani"", ""Drew Droege""]",False,False
2010-02-12,40,"[""Doug Benson"", ""James Adomian"", ""Harris Wittels"", ""Special Guests""]",False,False
2010-02-05,39,"[""Garfunkel & Oates"", ""Seth Morris"", ""Brendon Walsh""]",False,False
2010-02-02,,[],False,False
2010-01-29,38,"[""Paul F. Tompkins"", ""Kaitlin Olson"", ""Matt Gourley"", ""Jeremy Carter"", ""Mark McConville""]",False,False
2010-01-22,37,"[""Sarah Silverman"", ""Todd Glass"", ""Hannibal Buress""]",False,False
2010-01-19,,[],False,False
2010-01-15,36,"[""Cyber Thug"", ""Matt Besser"", ""Miles Archer""]",False,False
2010-01-08,35,"[""Patton Oswalt"", ""Thomas Lennon"", ""Brett Gelman""]",False,False
2009-12-27,2009.0,[],True,False
2009-12-18,34,"[""Jon Hamm"", ""Doug Benson"", ""Special Guests""]",False,False
2009-12-11,33,"[""Kyle Kinane"", ""Paul F. Tompkins""]",False,False
2009-12-04,32,"[""Aziz Ansari"", ""Brendon Small"", ""Hal Rudnick""]",False,False
2009-11-27,31,"[""Michael Cera"", ""Harris Wittels"", ""James Adomian"", ""Paul F. Tompkins"", ""Jimmy Pardo"", ""Nick Kroll""]",False,False
2009-11-20,30,"[""Matt Walsh"", ""Howard Kremer"", ""Dave Holmes""]",False,False
2009-11-13,29,"[""Ben Schwartz"", ""Chip Pope"", ""James Adomian""]",False,False
2009-11-06,28,"[""Paul F. Tompkins"", ""Todd Glass"", ""Jon Daly""]",False,False
2009-10-30,27,"[""Cyber Thug"", ""Miles Archer"", ""Nick Kroll"", ""Jerry O'Connell""]",False,False
2009-10-23,26,"[""Sarah Silverman"", ""Andy Richter""]",False,False
2009-10-16,25,"[""Neil Hamburger"", ""Mike O'Connell"", ""Brent Weinbach""]",False,False
2009-10-09,24,"[""Nick Swardson"", ""Matt Walsh"", ""James Adomian"", ""Paul F. Tompkins""]",False,False
2009-10-02,23,"[""Paul F. Tompkins"", ""Weird Al Yankovic"", ""Tig Notaro""]",False,False
2009-09-26,,[],False,False
2009-09-25,22,"[""Jimmy Pardo"", ""Dana Gould"", ""Matt Belknap"", ""Special Guests""]",False,False
2009-09-18,21,"[""Chris Hardwick"", ""Charlyne Yi"", ""Seth Morris""]",False,False
2009-09-11,20,"[""Mary Lynn Rajskub"", ""Reggie Watts"", ""Rory Scovel""]",False,False
2009-09-04,19,"[""Kevin Nealon"", ""Laraine Newman"", ""Casey Wilson""]",False,False
2009-08-28,18,"[""Andy Kindler"", ""Jerry Minor"", ""Brendon Walsh""]",False,False
2009-08-21,17,"[""Thomas Lennon"", ""Matt Walsh"", ""Matt Braunger""]",False,False
2009-08-14,16,"[""Andy Dick"", ""Bob Odenkirk"", ""Chelsea Peretti""]",False,False
2009-08-07,15,"[""Steve Agee"", ""Natasha Leggero"", ""Matt Besser""]",False,False
2009-07-31,14,"[""Andy Samberg"", ""Zach Galifianakis"", ""Andrew Daly""]",False,False
2009-07-24,13,"[""Jimmy Pardo"", ""Graham Elwood"", ""Jason Nash"", ""Paul F. Tompkins"", ""Jimmy Dore"", ""Doug Benson""]",False,False
2009-07-17,12,"[""Jon Hamm"", ""Howard Kremer"", ""Nick Kroll"", ""Doug Benson""]",False,False
2009-07-10,11,"[""Doug Benson"", ""Rob Huebel""]",False,False
2009-07-03,10,"[""Aimee Mann"", ""Morgan Murphy"", ""Seth Morris""]",False,False
2009-06-26,9,"[""Dax Shepard"", ""Chip Pope"", ""Paul F. Tompkins""]",False,False
2009-06-19,8,"[""Weird Al Yankovic"", ""Paul Scheer"", ""Doug Benson""]",False,False
2009-06-05,6,"[""Brett Gelman"", ""Howard Kremer"", ""Sarah Silverman""]",False,False
2009-06-05,7,"[""Sklar Brothers"", ""Paul Rust"", ""Paul F. Tompkins"", ""Doug Benson""]",False,False
2009-05-29,5,"[""Jimmy Pardo"", ""Paul Gilmartin"", ""Garfunkel & Oates"", ""Matt Belknap"", ""Pat Francis"", ""Doug Benson""]",False,False
2009-05-22,4,"[""Chris Hardwick"", ""Mike Phirman"", ""Matt Mira""]",False,False
2009-05-15,3,"[""Greg Behrendt"", ""Jackie Clarke"", ""Nick Thune""]",False,False
2009-05-08,2,"[""Aziz Ansari"", ""Kevin Nealon""]",False,False
2009-05-01,1,"[""Thomas Lennon"", ""Rob Huebel""]",False,False
